<expr>,rows.integrated.per_minute,
1712088480.0,6617,
1712088540.0,6846,
1712088600.0,6985,
1712088660.0,7238,
1712088720.0,6848,
1712088780.0,6502,
1712088840.0,6662,
1712088900.0,7101,
1712088960.0,7658,
1712089020.0,7392,
1712089080.0,7541,
1712089140.0,7328,
1712089200.0,7049,
1712089260.0,7472,
1712089320.0,7069,
1712089380.0,6936,
1712089440.0,6782,
1712089500.0,6733,
1712089560.0,7135,
1712089620.0,7089,
1712089680.0,7531,
1712089740.0,6862,
1712089800.0,7413,
1712089860.0,7689,
1712089920.0,7534,
1712089980.0,6904,
1712090040.0,7862,
1712090100.0,8248,
1712090160.0,8107,
1712090220.0,7849,
1712090280.0,8909,
1712090340.0,8560,
1712090400.0,8294,
1712090460.0,9093,
1712090520.0,9017,
1712090580.0,8803,
1712090640.0,8045,
1712090700.0,9168,
1712090760.0,8765,
1712090820.0,8163,
1712090880.0,8452,
1712090940.0,8841,
1712091000.0,8137,
1712091060.0,9953,
1712091120.0,10376,
1712091180.0,10335,
1712091240.0,9551,
1712091300.0,10326,
1712091360.0,10280,
1712091420.0,9349,
1712091480.0,9999,
1712091540.0,9936,
1712091600.0,9840,
1712091660.0,10285,
1712091720.0,9595,
1712091780.0,10709,
1712091840.0,10564,
1712091900.0,10641,
1712091960.0,12711,
1712092020.0,11035,
1712092080.0,11348,
1712092140.0,10919,
1712092200.0,11115,
1712092260.0,11769,
1712092320.0,11382,
1712092380.0,11789,
1712092440.0,11886,
1712092500.0,12608,
1712092560.0,12741,
1712092620.0,12459,
1712092680.0,13030,
1712092740.0,12445,
1712092800.0,12646,
1712092860.0,12866,
1712092920.0,16245,
1712092980.0,14599,
1712093040.0,14899,
1712093100.0,16282,
1712093160.0,15986,
1712093220.0,17648,
1712093280.0,16959,
1712093340.0,16229,
1712093400.0,16270,
1712093460.0,18018,
1712093520.0,17110,
1712093580.0,18052,
1712093640.0,17464,
1712093700.0,19561,
1712093760.0,21021,
1712093820.0,19590,
1712093880.0,19788,
1712093940.0,20286,
1712094000.0,20971,
1712094060.0,21204,
1712094120.0,20965,
1712094180.0,21010,
1712094240.0,20761,
1712094300.0,23031,
1712094360.0,23632,
1712094420.0,22260,
1712094480.0,23248,
1712094540.0,22056,
1712094600.0,25323,
1712094660.0,23444,
1712094720.0,24445,
1712094780.0,24308,
1712094840.0,26602,
1712094900.0,26618,
1712094960.0,25338,
1712095020.0,28747,
1712095080.0,28227,
1712095140.0,27213,
1712095200.0,27594,
1712095260.0,28701,
1712095320.0,28736,
1712095380.0,31677,
1712095440.0,28332,
1712095500.0,27680,
1712095560.0,31418,
1712095620.0,30359,
1712095680.0,30097,
1712095740.0,29611,
1712095800.0,29559,
1712095860.0,34753,
1712095920.0,29540,
1712095980.0,32476,
1712096040.0,31781,
1712096100.0,32242,
1712096160.0,32379,
1712096220.0,31164,
1712096280.0,31085,
1712096340.0,32765,
1712096400.0,31620,
1712096460.0,30324,
1712096520.0,31229,
1712096580.0,33045,
1712096640.0,33144,
1712096700.0,30154,
1712096760.0,32854,
1712096820.0,31047,
1712096880.0,32562,
1712096940.0,31951,
1712097000.0,31492,
1712097060.0,35819,
1712097120.0,40213,
1712097180.0,38351,
1712097240.0,35915,
1712097300.0,33268,
1712097360.0,34370,
1712097420.0,39026,
1712097480.0,41335,
1712097540.0,41417,
1712097600.0,37419,
1712097660.0,36492,
1712097720.0,41668,
1712097780.0,39101,
1712097840.0,34062,
1712097900.0,41078,
1712097960.0,38531,
1712098020.0,41443,
1712098080.0,44768,
1712098140.0,42662,
1712098200.0,42551,
1712098260.0,39303,
1712098320.0,42943,
1712098380.0,40245,
1712098440.0,45244,
1712098500.0,39077,
1712098560.0,36827,
1712098620.0,38447,
1712098680.0,36576,
1712098740.0,38601,
1712098800.0,41230,
1712098860.0,40006,
1712098920.0,36998,
1712098980.0,39581,
1712099040.0,42753,
1712099100.0,42961,
1712099160.0,42046,
1712099220.0,44204,
1712099280.0,42063,
1712099340.0,36507,
1712099400.0,36803,
1712099460.0,37362,
1712099520.0,40677,
1712099580.0,39221,
1712099640.0,38228,
1712099700.0,38808,
1712099760.0,37816,
1712099820.0,39403,
1712099880.0,37294,
1712099940.0,37530,
1712100000.0,37217,
1712100060.0,37034,
1712100120.0,38177,
1712100180.0,37243,
1712100240.0,36143,
1712100300.0,35800,
1712100360.0,36228,
1712100420.0,37114,
1712100480.0,37161,
1712100540.0,35978,
1712100600.0,36557,
1712100660.0,39651,
1712100720.0,38492,
1712100780.0,37979,
1712100840.0,35465,
1712100900.0,35015,
1712100960.0,36978,
1712101020.0,37552,
1712101080.0,37296,
1712101140.0,36283,
1712101200.0,35376,
1712101260.0,35781,
1712101320.0,37043,
1712101380.0,37089,
1712101440.0,37582,
1712101500.0,37300,
1712101560.0,39226,
1712101620.0,38385,
1712101680.0,37032,
1712101740.0,38322,
1712101800.0,37336,
1712101860.0,38481,
1712101920.0,38130,
1712101980.0,39713,
1712102040.0,40215,
1712102100.0,38640,
1712102160.0,37334,
1712102220.0,37878,
1712102280.0,38164,
1712102340.0,44637,
1712102400.0,45603,
1712102460.0,47087,
1712102520.0,42548,
1712102580.0,40308,
1712102640.0,39870,
1712102700.0,39793,
1712102760.0,40536,
1712102820.0,40394,
1712102880.0,37708,
1712102940.0,36486,
1712103000.0,38253,
1712103060.0,42796,
1712103120.0,38742,
1712103180.0,38759,
1712103240.0,38882,
1712103300.0,38759,
1712103360.0,44575,
1712103420.0,41014,
1712103480.0,44902,
1712103540.0,40392,
1712103600.0,37796,
1712103660.0,38446,
1712103720.0,39896,
1712103780.0,37839,
1712103840.0,38998,
1712103900.0,35262,
1712103960.0,36676,
1712104020.0,36700,
1712104080.0,39221,
1712104140.0,37668,
1712104200.0,37353,
1712104260.0,39166,
1712104320.0,37731,
1712104380.0,38695,
1712104440.0,36925,
1712104500.0,37497,
1712104560.0,39634,
1712104620.0,37650,
1712104680.0,41331,
1712104740.0,39190,
1712104800.0,39360,
1712104860.0,42107,
1712104920.0,41168,
1712104980.0,39861,
1712105040.0,43837,
1712105100.0,39438,
1712105160.0,39694,
1712105220.0,43527,
1712105280.0,43606,
1712105340.0,41706,
1712105400.0,38648,
1712105460.0,43648,
1712105520.0,43201,
1712105580.0,40854,
1712105640.0,38896,
1712105700.0,43089,
1712105760.0,41584,
1712105820.0,38152,
1712105880.0,42487,
1712105940.0,39753,
1712106000.0,38722,
1712106060.0,40042,
1712106120.0,39255,
1712106180.0,39799,
1712106240.0,37119,
1712106300.0,36596,
1712106360.0,38599,
1712106420.0,38228,
1712106480.0,37437,
1712106540.0,36890,
1712106600.0,34678,
1712106660.0,35473,
1712106720.0,35570,
1712106780.0,33737,
1712106840.0,35747,
1712106900.0,34657,
1712106960.0,35578,
1712107020.0,34903,
1712107080.0,33855,
1712107140.0,34670,
1712107200.0,32463,
1712107260.0,34009,
1712107320.0,33073,
1712107380.0,33656,
1712107440.0,34186,
1712107500.0,35111,
1712107560.0,35221,
1712107620.0,33674,
1712107680.0,32951,
1712107740.0,33690,
1712107800.0,33851,
1712107860.0,35159,
1712107920.0,39243,
1712107980.0,32346,
1712108040.0,34460,
1712108100.0,30693,
1712108160.0,31711,
1712108220.0,32349,
1712108280.0,32168,
1712108340.0,30950,
1712108400.0,31721,
1712108460.0,31649,
1712108520.0,32699,
1712108580.0,33203,
1712108640.0,31720,
1712108700.0,33024,
1712108760.0,50461,
1712108820.0,31691,
1712108880.0,32690,
1712108940.0,30582,
1712109000.0,32811,
1712109060.0,34447,
1712109120.0,38316,
1712109180.0,32068,
1712109240.0,32125,
1712109300.0,34048,
1712109360.0,39514,
1712109420.0,39346,
1712109480.0,36195,
1712109540.0,36384,
1712109600.0,34128,
1712109660.0,33394,
1712109720.0,36307,
1712109780.0,38605,
1712109840.0,38234,
1712109900.0,34693,
1712109960.0,31917,
1712110020.0,31774,
1712110080.0,30745,
1712110140.0,32805,
1712110200.0,31066,
1712110260.0,31973,
1712110320.0,31412,
1712110380.0,32574,
1712110440.0,31169,
1712110500.0,32077,
1712110560.0,37532,
1712110620.0,35195,
1712110680.0,38714,
1712110740.0,32167,
1712110800.0,29892,
1712110860.0,31436,
1712110920.0,32581,
1712110980.0,36635,
1712111040.0,31624,
1712111100.0,33493,
1712111160.0,35927,
1712111220.0,38348,
1712111280.0,32071,
1712111340.0,35436,
1712111400.0,32354,
1712111460.0,37295,
1712111520.0,36157,
1712111580.0,34465,
1712111640.0,36562,
1712111700.0,35344,
1712111760.0,34615,
1712111820.0,37551,
1712111880.0,36490,
1712111940.0,34403,
1712112000.0,34263,
1712112060.0,37711,
1712112120.0,38787,
1712112180.0,36590,
1712112240.0,40231,
1712112300.0,37028,
1712112360.0,38320,
1712112420.0,40203,
1712112480.0,40077,
1712112540.0,37922,
1712112600.0,35268,
1712112660.0,36515,
1712112720.0,38206,
1712112780.0,38202,
1712112840.0,40154,
1712112900.0,38872,
1712112960.0,37692,
1712113020.0,36066,
1712113080.0,35213,
1712113140.0,35953,
1712113200.0,37757,
1712113260.0,40889,
1712113320.0,39920,
1712113380.0,37885,
1712113440.0,37318,
1712113500.0,33597,
1712113560.0,34551,
1712113620.0,33930,
1712113680.0,34346,
1712113740.0,34351,
1712113800.0,34954,
1712113860.0,33947,
1712113920.0,33529,
1712113980.0,36747,
1712114040.0,35869,
1712114100.0,35032,
1712114160.0,39729,
1712114220.0,40356,
1712114280.0,41580,
1712114340.0,36993,
1712114400.0,39783,
1712114460.0,38048,
1712114520.0,36557,
1712114580.0,37160,
1712114640.0,35709,
1712114700.0,41156,
1712114760.0,41293,
1712114820.0,41765,
1712114880.0,41117,
1712114940.0,37103,
1712115000.0,34758,
1712115060.0,35946,
1712115120.0,38057,
1712115180.0,39548,
1712115240.0,41044,
1712115300.0,40362,
1712115360.0,39725,
1712115420.0,39404,
1712115480.0,39680,
1712115540.0,35185,
1712115600.0,39484,
1712115660.0,40487,
1712115720.0,36488,
1712115780.0,38061,
1712115840.0,35796,
1712115900.0,35822,
1712115960.0,36378,
1712116020.0,35721,
1712116080.0,35940,
1712116140.0,34792,
1712116200.0,36890,
1712116260.0,36212,
1712116320.0,35914,
1712116380.0,35921,
1712116440.0,35230,
1712116500.0,34058,
1712116560.0,33266,
1712116620.0,36987,
1712116680.0,32850,
1712116740.0,36118,
1712116800.0,33885,
1712116860.0,37356,
1712116920.0,35564,
1712116980.0,35247,
1712117040.0,35889,
1712117100.0,37963,
1712117160.0,40121,
1712117220.0,35567,
1712117280.0,36464,
1712117340.0,32949,
1712117400.0,32775,
1712117460.0,33421,
1712117520.0,33466,
1712117580.0,33868,
1712117640.0,38837,
1712117700.0,39617,
1712117760.0,39339,
1712117820.0,36512,
1712117880.0,38597,
1712117940.0,35448,
1712118000.0,33761,
1712118060.0,36713,
1712118120.0,32041,
1712118180.0,31460,
1712118240.0,31528,
1712118300.0,31539,
1712118360.0,34224,
1712118420.0,31886,
1712118480.0,32727,
1712118540.0,32350,
1712118600.0,32659,
1712118660.0,34783,
1712118720.0,33459,
1712118780.0,32607,
1712118840.0,33549,
1712118900.0,33869,
1712118960.0,32885,
1712119020.0,30958,
1712119080.0,31953,
1712119140.0,30541,
1712119200.0,32311,
1712119260.0,31179,
1712119320.0,31539,
1712119380.0,31414,
1712119440.0,31930,
1712119500.0,32066,
1712119560.0,33532,
1712119620.0,32424,
1712119680.0,31665,
1712119740.0,31326,
1712119800.0,30895,
1712119860.0,33621,
1712119920.0,30871,
1712119980.0,31462,
1712120040.0,31965,
1712120100.0,30352,
1712120160.0,30161,
1712120220.0,30084,
1712120280.0,31888,
1712120340.0,31318,
1712120400.0,31478,
1712120460.0,33452,
1712120520.0,32070,
1712120580.0,32705,
1712120640.0,31738,
1712120700.0,32688,
1712120760.0,30994,
1712120820.0,31161,
1712120880.0,32667,
1712120940.0,31708,
1712121000.0,32143,
1712121060.0,30599,
1712121120.0,30449,
1712121180.0,30111,
1712121240.0,28929,
1712121300.0,31377,
1712121360.0,31070,
1712121420.0,30168,
1712121480.0,29163,
1712121540.0,29990,
1712121600.0,29829,
1712121660.0,31271,
1712121720.0,30010,
1712121780.0,29148,
1712121840.0,28389,
1712121900.0,28050,
1712121960.0,27886,
1712122020.0,30098,
1712122080.0,29173,
1712122140.0,30287,
1712122200.0,28864,
1712122260.0,28033,
1712122320.0,29101,
1712122380.0,28378,
1712122440.0,27219,
1712122500.0,26768,
1712122560.0,25896,
1712122620.0,26917,
1712122680.0,28687,
1712122740.0,28677,
1712122800.0,28647,
1712122860.0,28710,
1712122920.0,27363,
1712122980.0,26619,
1712123040.0,25200,
1712123100.0,26327,
1712123160.0,27836,
1712123220.0,27059,
1712123280.0,26801,
1712123340.0,26207,
1712123400.0,26409,
1712123460.0,27145,
1712123520.0,24363,
1712123580.0,25169,
1712123640.0,25290,
1712123700.0,26375,
1712123760.0,24305,
1712123820.0,24881,
1712123880.0,25961,
1712123940.0,26186,
1712124000.0,27538,
1712124060.0,25262,
1712124120.0,23949,
1712124180.0,24563,
1712124240.0,23836,
1712124300.0,23943,
1712124360.0,23192,
1712124420.0,21556,
1712124480.0,20400,
1712124540.0,20329,
1712124600.0,20083,
1712124660.0,21758,
1712124720.0,23591,
1712124780.0,19719,
1712124840.0,20621,
1712124900.0,20116,
1712124960.0,20323,
1712125020.0,20468,
1712125080.0,19782,
1712125140.0,18849,
1712125200.0,17988,
1712125260.0,18023,
1712125320.0,17393,
1712125380.0,16341,
1712125440.0,16547,
1712125500.0,16992,
1712125560.0,17134,
1712125620.0,16758,
1712125680.0,16991,
1712125740.0,16926,
1712125800.0,16640,
1712125860.0,18232,
1712125920.0,15032,
1712125980.0,15676,
1712126040.0,15160,
1712126100.0,15414,
1712126160.0,13718,
1712126220.0,15182,
1712126280.0,14559,
1712126340.0,13459,
1712126400.0,13264,
1712126460.0,13567,
1712126520.0,13263,
1712126580.0,17498,
1712126640.0,12802,
1712126700.0,16976,
1712126760.0,16451,
1712126820.0,12353,
1712126880.0,13232,
1712126940.0,12940,
1712127000.0,19370,
1712127060.0,14711,
1712127120.0,11978,
1712127180.0,11964,
1712127240.0,11795,
1712127300.0,11733,
1712127360.0,12080,
1712127420.0,11642,
1712127480.0,11811,
1712127540.0,11142,
1712127600.0,10790,
1712127660.0,11527,
1712127720.0,10887,
1712127780.0,10418,
1712127840.0,11299,
1712127900.0,11700,
1712127960.0,12966,
1712128020.0,10855,
1712128080.0,10731,
1712128140.0,10272,
1712128200.0,9914,
1712128260.0,11118,
1712128320.0,10464,
1712128380.0,9675,
1712128440.0,9983,
1712128500.0,9671,
1712128560.0,9934,
1712128620.0,10301,
1712128680.0,9813,
1712128740.0,10083,
1712128800.0,9114,
1712128860.0,9520,
1712128920.0,9391,
1712128980.0,8810,
1712129040.0,8801,
1712129100.0,9048,
1712129160.0,9133,
1712129220.0,9236,
1712129280.0,9149,
1712129340.0,8802,
1712129400.0,8840,
1712129460.0,8496,
1712129520.0,8878,
1712129580.0,8057,
1712129640.0,8423,
1712129700.0,9298,
1712129760.0,9274,
1712129820.0,8326,
1712129880.0,8559,
1712129940.0,7794,
1712130000.0,8236,
1712130060.0,11142,
1712130120.0,7887,
1712130180.0,7929,
1712130240.0,8284,
1712130300.0,9021,
1712130360.0,7946,
1712130420.0,8011,
1712130480.0,7702,
1712130540.0,7634,
1712130600.0,7412,
1712130660.0,8256,
1712130720.0,7637,
1712130780.0,7311,
1712130840.0,7225,
1712130900.0,7268,
1712130960.0,7666,
1712131020.0,8097,
1712131080.0,7287,
1712131140.0,7404,
1712131200.0,7457,
1712131260.0,7902,
1712131320.0,7391,
1712131380.0,7465,
1712131440.0,7820,
1712131500.0,7298,
1712131560.0,7675,
1712131620.0,7568,
1712131680.0,7667,
1712131740.0,7450,
1712131800.0,7030,
1712131860.0,8467,
1712131920.0,7565,
1712131980.0,7344,
1712132040.0,7225,
1712132100.0,7511,
1712132160.0,7170,
1712132220.0,7432,
1712132280.0,7701,
1712132340.0,7076,
1712132400.0,6818,
1712132460.0,7577,
1712132520.0,7241,
1712132580.0,7890,
1712132640.0,7607,
1712132700.0,7209,
1712132760.0,7184,
1712132820.0,6699,
1712132880.0,6619,
1712132940.0,6656,
1712133000.0,6997,
1712133060.0,7922,
1712133120.0,6895,
1712133180.0,6739,
1712133240.0,6810,
1712133300.0,6689,
1712133360.0,7027,
1712133420.0,7076,
1712133480.0,6913,
1712133540.0,7331,
1712133600.0,6362,
1712133660.0,7233,
1712133720.0,7293,
1712133780.0,7731,
1712133840.0,7976,
1712133900.0,8708,
1712133960.0,9190,
1712134020.0,8422,
1712134080.0,7986,
1712134140.0,8036,
1712134200.0,7893,
1712134260.0,8456,
1712134320.0,7923,
1712134380.0,8205,
1712134440.0,7944,
1712134500.0,8486,
1712134560.0,8914,
1712134620.0,8448,
1712134680.0,9195,
1712134740.0,7747,
1712134800.0,7709,
1712134860.0,8340,
1712134920.0,8923,
1712134980.0,8170,
1712135040.0,8293,
1712135100.0,7781,
1712135160.0,8387,
1712135220.0,8185,
1712135280.0,8078,
1712135340.0,7690,
1712135400.0,6934,
1712135460.0,7454,
1712135520.0,6230,
1712135580.0,6402,
1712135640.0,6218,
1712135700.0,6530,
1712135760.0,6414,
1712135820.0,6634,
1712135880.0,6518,
1712135940.0,6545,
1712136000.0,6505,
1712136060.0,6898,
1712136120.0,6463,
1712136180.0,6417,
1712136240.0,6563,
1712136300.0,7000,
1712136360.0,6927,
1712136420.0,6531,
1712136480.0,6609,
1712136540.0,6194,
1712136600.0,6041,
1712136660.0,7013,
1712136720.0,6903,
1712136780.0,6526,
1712136840.0,6326,
1712136900.0,6568,
1712136960.0,6737,
1712137020.0,6267,
1712137080.0,6356,
1712137140.0,6260,
1712137200.0,6301,
1712137260.0,6899,
1712137320.0,7518,
1712137380.0,6515,
1712137440.0,6005,
1712137500.0,6394,
1712137560.0,6517,
1712137620.0,6203,
1712137680.0,6330,
1712137740.0,6229,
1712137800.0,6291,
1712137860.0,6842,
1712137920.0,6220,
1712137980.0,6398,
1712138040.0,5905,
1712138100.0,6019,
1712138160.0,6163,
1712138220.0,6481,
1712138280.0,6576,
1712138340.0,6284,
1712138400.0,5983,
1712138460.0,6516,
1712138520.0,5781,
1712138580.0,6296,
1712138640.0,6292,
1712138700.0,6130,
1712138760.0,6574,
1712138820.0,6426,
1712138880.0,6102,
1712138940.0,6205,
1712139000.0,6554,
1712139060.0,6665,
1712139120.0,5880,
1712139180.0,6571,
1712139240.0,6061,
1712139300.0,6495,
1712139360.0,6655,
1712139420.0,6243,
1712139480.0,6323,
1712139540.0,6147,
1712139600.0,6205,
1712139660.0,6688,
1712139720.0,5917,
1712139780.0,6262,
1712139840.0,5840,
1712139900.0,6538,
1712139960.0,6679,
1712140020.0,7045,
1712140080.0,6313,
1712140140.0,6286,
1712140200.0,5993,
1712140260.0,6837,
1712140320.0,6203,
1712140380.0,6541,
1712140440.0,6163,
1712140500.0,6129,
1712140560.0,6294,
1712140620.0,6094,
1712140680.0,6299,
1712140740.0,6140,
1712140800.0,5731,
1712140860.0,6478,
1712140920.0,5822,
1712140980.0,5953,
1712141040.0,5906,
1712141100.0,5926,
1712141160.0,6335,
1712141220.0,6026,
1712141280.0,6136,
1712141340.0,6467,
1712141400.0,5786,
1712141460.0,6715,
1712141520.0,6205,
1712141580.0,6015,
1712141640.0,6323,
1712141700.0,6206,
1712141760.0,6414,
1712141820.0,5818,
1712141880.0,6072,
1712141940.0,6067,
1712142000.0,5857,
1712142060.0,6542,
1712142120.0,6078,
1712142180.0,5994,
1712142240.0,6250,
1712142300.0,6166,
1712142360.0,6130,
1712142420.0,6315,
1712142480.0,5879,
1712142540.0,6379,
1712142600.0,6918,
1712142660.0,6679,
1712142720.0,5759,
1712142780.0,5880,
1712142840.0,5891,
1712142900.0,6041,
1712142960.0,6222,
1712143020.0,6404,
1712143080.0,6232,
1712143140.0,5950,
1712143200.0,5904,
1712143260.0,6249,
1712143320.0,5888,
1712143380.0,5913,
1712143440.0,5762,
1712143500.0,5765,
1712143560.0,6720,
1712143620.0,5879,
1712143680.0,5978,
1712143740.0,6123,
1712143800.0,6786,
1712143860.0,6440,
1712143920.0,6067,
1712143980.0,5978,
1712144040.0,6497,
1712144100.0,6183,
1712144160.0,6260,
1712144220.0,5967,
1712144280.0,5765,
1712144340.0,5912,
1712144400.0,6247,
1712144460.0,6523,
1712144520.0,5704,
1712144580.0,6288,
1712144640.0,6572,
1712144700.0,6266,
1712144760.0,6193,
1712144820.0,6226,
1712144880.0,5788,
1712144940.0,6045,
1712145000.0,5799,
1712145060.0,6187,
1712145120.0,5656,
1712145180.0,5805,
1712145240.0,6090,
1712145300.0,6166,
1712145360.0,5834,
1712145420.0,5965,
1712145480.0,6673,
1712145540.0,6025,
1712145600.0,6080,
1712145660.0,6372,
1712145720.0,5804,
1712145780.0,6147,
1712145840.0,5948,
1712145900.0,5592,
1712145960.0,6341,
1712146020.0,5576,
1712146080.0,5767,
1712146140.0,5823,
1712146200.0,5694,
1712146260.0,6220,
1712146320.0,5751,
1712146380.0,5959,
1712146440.0,5828,
1712146500.0,6113,
1712146560.0,6308,
1712146620.0,6271,
1712146680.0,6508,
1712146740.0,5940,
1712146800.0,5739,
1712146860.0,6338,
1712146920.0,5377,
1712146980.0,5977,
1712147040.0,5783,
1712147100.0,6226,
1712147160.0,6284,
1712147220.0,5854,
1712147280.0,6044,
1712147340.0,5997,
1712147400.0,5869,
1712147460.0,6817,
1712147520.0,5845,
1712147580.0,6090,
1712147640.0,5937,
1712147700.0,5802,
1712147760.0,6495,
1712147820.0,6058,
1712147880.0,6058,
1712147940.0,5961,
1712148000.0,5735,
1712148060.0,6132,
1712148120.0,6039,
1712148180.0,6161,
1712148240.0,5972,
1712148300.0,5936,
1712148360.0,6439,
1712148420.0,6018,
1712148480.0,6071,
1712148540.0,6065,
1712148600.0,5821,
1712148660.0,6589,
1712148720.0,5834,
1712148780.0,5984,
1712148840.0,6079,
1712148900.0,9260,
1712148960.0,6245,
1712149020.0,6280,
1712149080.0,6232,
1712149140.0,5958,
1712149200.0,5957,
1712149260.0,6789,
1712149320.0,6829,
1712149380.0,6042,
1712149440.0,5830,
1712149500.0,5717,
1712149560.0,6309,
1712149620.0,5722,
1712149680.0,5819,
1712149740.0,6051,
1712149800.0,6010,
1712149860.0,6439,
1712149920.0,6386,
1712149980.0,5887,
1712150040.0,5683,
1712150100.0,5981,
1712150160.0,6019,
1712150220.0,5908,
1712150280.0,6044,
1712150340.0,6016,
1712150400.0,6096,
1712150460.0,6489,
1712150520.0,5997,
1712150580.0,6032,
1712150640.0,5956,
1712150700.0,7450,
1712150760.0,6291,
1712150820.0,6038,
1712150880.0,6292,
1712150940.0,5920,
1712151000.0,5714,
1712151060.0,6335,
1712151120.0,6014,
1712151180.0,5784,
1712151240.0,5832,
1712151300.0,7261,
1712151360.0,6359,
1712151420.0,5795,
1712151480.0,5624,
1712151540.0,5820,
1712151600.0,5540,
1712151660.0,6364,
1712151720.0,6249,
1712151780.0,6143,
1712151840.0,6093,
1712151900.0,6229,
1712151960.0,6460,
1712152020.0,6157,
1712152080.0,6328,
1712152140.0,6262,
1712152200.0,6235,
1712152260.0,6431,
1712152320.0,6087,
1712152380.0,6127,
1712152440.0,5992,
1712152500.0,6052,
1712152560.0,6231,
1712152620.0,5977,
1712152680.0,6024,
1712152740.0,5901,
1712152800.0,6058,
1712152860.0,6520,
1712152920.0,5568,
1712152980.0,5935,
1712153040.0,5673,
1712153100.0,5853,
1712153160.0,6334,
1712153220.0,6106,
1712153280.0,5895,
1712153340.0,5857,
1712153400.0,5525,
1712153460.0,6164,
1712153520.0,6366,
1712153580.0,6073,
1712153640.0,5959,
1712153700.0,6242,
1712153760.0,6452,
1712153820.0,5891,
1712153880.0,6046,
1712153940.0,6035,
1712154000.0,5818,
1712154060.0,6389,
1712154120.0,5681,
1712154180.0,6242,
1712154240.0,5489,
1712154300.0,5699,
1712154360.0,6197,
1712154420.0,5665,
1712154480.0,5802,
1712154540.0,5929,
1712154600.0,5988,
1712154660.0,6878,
1712154720.0,5972,
1712154780.0,6090,
1712154840.0,5679,
1712154900.0,6140,
1712154960.0,6192,
1712155020.0,5570,
1712155080.0,5947,
1712155140.0,5763,
1712155200.0,5785,
1712155260.0,6039,
1712155320.0,5501,
1712155380.0,5704,
1712155440.0,5553,
1712155500.0,6062,
1712155560.0,6536,
1712155620.0,6297,
1712155680.0,5966,
1712155740.0,5558,
1712155800.0,5519,
1712155860.0,6123,
1712155920.0,5931,
1712155980.0,5977,
1712156040.0,5890,
1712156100.0,5884,
1712156160.0,6442,
1712156220.0,6029,
1712156280.0,5677,
1712156340.0,5492,
1712156400.0,5729,
1712156460.0,6564,
1712156520.0,5723,
1712156580.0,5823,
1712156640.0,6298,
1712156700.0,5835,
1712156760.0,6311,
1712156820.0,5741,
1712156880.0,5628,
1712156940.0,5929,
1712157000.0,5732,
1712157060.0,6230,
1712157120.0,5743,
1712157180.0,5742,
1712157240.0,5346,
1712157300.0,5821,
1712157360.0,5995,
1712157420.0,5874,
1712157480.0,5834,
1712157540.0,6171,
1712157600.0,6322,
1712157660.0,6319,
1712157720.0,7432,
1712157780.0,7181,
1712157840.0,5970,
1712157900.0,5903,
1712157960.0,6119,
1712158020.0,5981,
1712158080.0,6339,
1712158140.0,5857,
1712158200.0,5677,
1712158260.0,6349,
1712158320.0,7914,
1712158380.0,7208,
1712158440.0,5924,
1712158500.0,5908,
1712158560.0,6555,
1712158620.0,6394,
1712158680.0,6065,
1712158740.0,6296,
1712158800.0,6338,
1712158860.0,6250,
1712158920.0,6028,
1712158980.0,6124,
1712159040.0,5882,
1712159100.0,6124,
1712159160.0,6421,
1712159220.0,6069,
1712159280.0,6041,
1712159340.0,5779,
1712159400.0,5953,
1712159460.0,6314,
1712159520.0,6051,
1712159580.0,5853,
1712159640.0,5818,
1712159700.0,5816,
1712159760.0,6004,
1712159820.0,6053,
1712159880.0,6160,
1712159940.0,5979,
1712160000.0,6079,
1712160060.0,6738,
1712160120.0,6179,
1712160180.0,6606,
1712160240.0,6039,
1712160300.0,6208,
1712160360.0,6809,
1712160420.0,6180,
1712160480.0,5990,
1712160540.0,5865,
1712160600.0,6143,
1712160660.0,6524,
1712160720.0,6320,
1712160780.0,8271,
1712160840.0,5945,
1712160900.0,6548,
1712160960.0,6350,
1712161020.0,5987,
1712161080.0,5890,
1712161140.0,6528,
1712161200.0,6015,
1712161260.0,6468,
1712161320.0,6039,
1712161380.0,6265,
1712161440.0,6072,
1712161500.0,6000,
1712161560.0,6116,
1712161620.0,5409,
1712161680.0,6060,
1712161740.0,5898,
1712161800.0,5908,
1712161860.0,6407,
1712161920.0,6197,
1712161980.0,5960,
1712162040.0,6226,
1712162100.0,5727,
1712162160.0,6405,
1712162220.0,5764,
1712162280.0,5808,
1712162340.0,5938,
1712162400.0,5746,
1712162460.0,6378,
1712162520.0,5783,
1712162580.0,5891,
1712162640.0,5943,
1712162700.0,6006,
1712162760.0,6423,
1712162820.0,5812,
1712162880.0,6192,
1712162940.0,6043,
1712163000.0,5777,
1712163060.0,6448,
1712163120.0,5575,
1712163180.0,7722,
1712163240.0,5994,
1712163300.0,5861,
1712163360.0,6520,
1712163420.0,5594,
1712163480.0,5877,
1712163540.0,5561,
1712163600.0,5705,
1712163660.0,6628,
1712163720.0,5895,
1712163780.0,6186,
1712163840.0,6424,
1712163900.0,6155,
1712163960.0,6216,
1712164020.0,5957,
1712164080.0,6286,
1712164140.0,6059,
1712164200.0,6072,
1712164260.0,6584,
1712164320.0,5866,
1712164380.0,6154,
1712164440.0,5915,
1712164500.0,5926,
1712164560.0,6182,
1712164620.0,5907,
1712164680.0,6039,
