<expr>,rows.integrated.per_minute,
1680748620.0,12234,
1680748680.0,12805,
1680748740.0,13260,
1680748800.0,12633,
1680748860.0,13415,
1680748920.0,13107,
1680748980.0,12727,
1680749040.0,12520,
1680749100.0,12182,
1680749160.0,12006,
1680749220.0,11928,
1680749280.0,11680,
1680749340.0,13735,
1680749400.0,11551,
1680749460.0,13152,
1680749520.0,10852,
1680749580.0,12830,
1680749640.0,12345,
1680749700.0,12924,
1680749760.0,13271,
1680749820.0,13920,
1680749880.0,14687,
1680749940.0,14847,
1680750000.0,13178,
1680750060.0,15101,
1680750120.0,13097,
1680750180.0,13884,
1680750240.0,13138,
1680750300.0,12594,
1680750360.0,12612,
1680750420.0,13178,
1680750480.0,12679,
1680750540.0,14125,
1680750600.0,12617,
1680750660.0,12907,
1680750720.0,12256,
1680750780.0,12515,
1680750840.0,11735,
1680750900.0,10857,
1680750960.0,12205,
1680751020.0,11776,
1680751080.0,13074,
1680751140.0,11999,
1680751200.0,11131,
1680751260.0,12231,
1680751320.0,11492,
1680751380.0,12393,
1680751440.0,11292,
1680751500.0,10997,
1680751560.0,10528,
1680751620.0,10858,
1680751680.0,11042,
1680751740.0,12433,
1680751800.0,11520,
1680751860.0,13096,
1680751920.0,11097,
1680751980.0,12478,
1680752040.0,12978,
1680752100.0,12013,
1680752160.0,11934,
1680752220.0,12719,
1680752280.0,11947,
1680752340.0,12666,
1680752400.0,12040,
1680752460.0,12284,
1680752520.0,12492,
1680752580.0,12290,
1680752640.0,12013,
1680752700.0,12089,
1680752760.0,12185,
1680752820.0,11487,
1680752880.0,11564,
1680752940.0,13751,
1680753000.0,11077,
1680753060.0,12493,
1680753120.0,12675,
1680753180.0,12911,
1680753240.0,12972,
1680753300.0,12838,
1680753360.0,13220,
1680753420.0,12195,
1680753480.0,13060,
1680753540.0,13910,
1680753600.0,12207,
1680753660.0,14237,
1680753720.0,12304,
1680753780.0,13512,
1680753840.0,13230,
1680753900.0,12174,
1680753960.0,13173,
1680754020.0,12238,
1680754080.0,11803,
1680754140.0,12480,
1680754200.0,12030,
1680754260.0,12977,
1680754320.0,12418,
1680754380.0,12835,
1680754440.0,12975,
1680754500.0,12790,
1680754560.0,12993,
1680754620.0,12389,
1680754680.0,11998,
1680754740.0,12698,
1680754800.0,13007,
1680754860.0,13498,
1680754920.0,13053,
1680754980.0,13098,
1680755040.0,12976,
1680755100.0,13284,
1680755160.0,13050,
1680755220.0,13123,
1680755280.0,12538,
1680755340.0,13628,
1680755400.0,12166,
1680755460.0,14173,
1680755520.0,12088,
1680755580.0,13994,
1680755640.0,13186,
1680755700.0,12461,
1680755760.0,12564,
1680755820.0,12228,
1680755880.0,11920,
1680755940.0,12825,
1680756000.0,12248,
1680756060.0,13288,
1680756120.0,12095,
1680756180.0,12560,
1680756240.0,12085,
1680756300.0,12424,
1680756360.0,12224,
1680756420.0,12885,
1680756480.0,12506,
1680756540.0,13181,
1680756600.0,11924,
1680756660.0,13514,
1680756720.0,11991,
1680756780.0,12697,
1680756840.0,12077,
1680756900.0,12413,
1680756960.0,11684,
1680757020.0,12045,
1680757080.0,12141,
1680757140.0,11827,
1680757200.0,12510,
1680757260.0,13326,
1680757320.0,12372,
1680757380.0,13462,
1680757440.0,12255,
1680757500.0,11972,
1680757560.0,11912,
1680757620.0,15913,
1680757680.0,11747,
1680757740.0,12488,
1680757800.0,11280,
1680757860.0,12953,
1680757920.0,11745,
1680757980.0,12318,
1680758040.0,12664,
1680758100.0,12504,
1680758160.0,12484,
1680758220.0,12001,
1680758280.0,12753,
1680758340.0,12465,
1680758400.0,11091,
1680758460.0,12624,
1680758520.0,11611,
1680758580.0,12334,
1680758640.0,11295,
1680758700.0,11556,
1680758760.0,12931,
1680758820.0,12478,
1680758880.0,11816,
1680758940.0,11564,
1680759000.0,12115,
1680759060.0,13616,
1680759120.0,11269,
1680759180.0,12592,
1680759240.0,11179,
1680759300.0,10770,
1680759360.0,12035,
1680759420.0,11184,
1680759480.0,11283,
1680759540.0,12185,
1680759600.0,11535,
1680759660.0,11773,
1680759720.0,10695,
1680759780.0,12563,
1680759840.0,10866,
1680759900.0,11579,
1680759960.0,11458,
1680760020.0,11228,
1680760080.0,11536,
1680760140.0,11210,
1680760200.0,11240,
1680760260.0,11667,
1680760320.0,11220,
1680760380.0,12182,
1680760440.0,11689,
1680760500.0,12654,
1680760560.0,11230,
1680760620.0,10945,
1680760680.0,11484,
1680760740.0,12057,
1680760800.0,10953,
1680760860.0,11657,
1680760920.0,10236,
1680760980.0,11325,
1680761040.0,10377,
1680761100.0,10740,
1680761160.0,10369,
1680761220.0,10466,
1680761280.0,10053,
1680761340.0,11444,
1680761400.0,9933,
1680761460.0,11330,
1680761520.0,9749,
1680761580.0,11484,
1680761640.0,10981,
1680761700.0,10178,
1680761760.0,9806,
1680761820.0,10455,
1680761880.0,11075,
1680761940.0,10511,
1680762000.0,9999,
1680762060.0,10023,
1680762120.0,9823,
1680762180.0,11116,
1680762240.0,10491,
1680762300.0,9614,
1680762360.0,9994,
1680762420.0,9995,
1680762480.0,9388,
1680762540.0,10847,
1680762600.0,9068,
1680762660.0,10381,
1680762720.0,9272,
1680762780.0,10853,
1680762840.0,9244,
1680762900.0,9314,
1680762960.0,9937,
1680763020.0,8936,
1680763080.0,8708,
1680763140.0,8564,
1680763200.0,8526,
1680763260.0,8931,
1680763320.0,8499,
1680763380.0,9353,
1680763440.0,9609,
1680763500.0,9470,
1680763560.0,8102,
1680763620.0,8933,
1680763680.0,8569,
1680763740.0,9340,
1680763800.0,8725,
1680763860.0,8997,
1680763920.0,7801,
1680763980.0,8940,
1680764040.0,8552,
1680764100.0,9160,
1680764160.0,8330,
1680764220.0,8462,
1680764280.0,8030,
1680764340.0,8845,
1680764400.0,9321,
1680764460.0,8895,
1680764520.0,7749,
1680764580.0,8667,
1680764640.0,8007,
1680764700.0,7552,
1680764760.0,6918,
1680764820.0,7274,
1680764880.0,6496,
1680764940.0,6629,
1680765000.0,5648,
1680765060.0,6708,
1680765120.0,5961,
1680765180.0,6615,
1680765240.0,5800,
1680765300.0,6285,
1680765360.0,6252,
1680765420.0,5958,
1680765480.0,6147,
1680765540.0,6398,
1680765600.0,5137,
1680765660.0,6356,
1680765720.0,5277,
1680765780.0,5968,
1680765840.0,5189,
1680765900.0,5127,
1680765960.0,4809,
1680766020.0,5292,
1680766080.0,4939,
1680766140.0,5023,
1680766200.0,4704,
1680766260.0,5844,
1680766320.0,5016,
1680766380.0,5684,
1680766440.0,5829,
1680766500.0,5153,
1680766560.0,5219,
1680766620.0,5034,
1680766680.0,4661,
1680766740.0,4754,
1680766800.0,4374,
1680766860.0,5090,
1680766920.0,4510,
1680766980.0,5142,
1680767040.0,4723,
1680767100.0,4500,
1680767160.0,5043,
1680767220.0,4842,
1680767280.0,4731,
1680767340.0,5479,
1680767400.0,4031,
1680767460.0,4956,
1680767520.0,4061,
1680767580.0,4836,
1680767640.0,3906,
1680767700.0,4277,
1680767760.0,4333,
1680767820.0,4025,
1680767880.0,4011,
1680767940.0,4233,
1680768000.0,3652,
1680768060.0,4792,
1680768120.0,3664,
1680768180.0,4925,
1680768240.0,4058,
1680768300.0,4403,
1680768360.0,3925,
1680768420.0,4208,
1680768480.0,4340,
1680768540.0,4370,
1680768600.0,3703,
1680768660.0,4134,
1680768720.0,3519,
1680768780.0,4546,
1680768840.0,3769,
1680768900.0,3888,
1680768960.0,3794,
1680769020.0,3766,
1680769080.0,3698,
1680769140.0,4142,
1680769200.0,3283,
1680769260.0,4170,
1680769320.0,3585,
1680769380.0,4488,
1680769440.0,4176,
1680769500.0,3907,
1680769560.0,3844,
1680769620.0,4383,
1680769680.0,3810,
1680769740.0,4144,
1680769800.0,3512,
1680769860.0,4331,
1680769920.0,3399,
1680769980.0,4381,
1680770040.0,3764,
1680770100.0,4037,
1680770160.0,3913,
1680770220.0,3977,
1680770280.0,3978,
1680770340.0,4193,
1680770400.0,3352,
1680770460.0,4202,
1680770520.0,3567,
1680770580.0,4110,
1680770640.0,3758,
1680770700.0,4035,
1680770760.0,3965,
1680770820.0,4051,
1680770880.0,3493,
1680770940.0,3842,
1680771000.0,3269,
1680771060.0,4352,
1680771120.0,3393,
1680771180.0,4346,
1680771240.0,3716,
1680771300.0,3578,
1680771360.0,3972,
1680771420.0,4138,
1680771480.0,3852,
1680771540.0,4365,
1680771600.0,3585,
1680771660.0,4395,
1680771720.0,3300,
1680771780.0,4379,
1680771840.0,3813,
1680771900.0,3721,
1680771960.0,3550,
1680772020.0,4177,
1680772080.0,4009,
1680772140.0,4303,
1680772200.0,3710,
1680772260.0,4167,
1680772320.0,3545,
1680772380.0,4128,
1680772440.0,3552,
1680772500.0,3684,
1680772560.0,3748,
1680772620.0,3811,
1680772680.0,3793,
1680772740.0,4118,
1680772800.0,3375,
1680772860.0,4053,
1680772920.0,3481,
1680772980.0,4108,
1680773040.0,3626,
1680773100.0,3758,
1680773160.0,3431,
1680773220.0,3827,
1680773280.0,3588,
1680773340.0,3884,
1680773400.0,3214,
1680773460.0,3822,
1680773520.0,3217,
1680773580.0,4247,
1680773640.0,3487,
1680773700.0,3595,
1680773760.0,3292,
1680773820.0,3574,
1680773880.0,3442,
1680773940.0,3928,
1680774000.0,3261,
1680774060.0,3985,
1680774120.0,3339,
1680774180.0,4253,
1680774240.0,3439,
1680774300.0,3781,
1680774360.0,3653,
1680774420.0,3962,
1680774480.0,3566,
1680774540.0,3956,
1680774600.0,2934,
1680774660.0,4048,
1680774720.0,3270,
1680774780.0,3928,
1680774840.0,3305,
1680774900.0,3513,
1680774960.0,3559,
1680775020.0,3421,
1680775080.0,3587,
1680775140.0,3806,
1680775200.0,3209,
1680775260.0,3882,
1680775320.0,3005,
1680775380.0,3618,
1680775440.0,3274,
1680775500.0,3427,
1680775560.0,3659,
1680775620.0,3447,
1680775680.0,3551,
1680775740.0,3379,
1680775800.0,3095,
1680775860.0,3906,
1680775920.0,3299,
1680775980.0,4281,
1680776040.0,3286,
1680776100.0,3446,
1680776160.0,3577,
1680776220.0,3477,
1680776280.0,3513,
1680776340.0,3986,
1680776400.0,2907,
1680776460.0,3894,
1680776520.0,3996,
1680776580.0,4056,
1680776640.0,3331,
1680776700.0,3783,
1680776760.0,3637,
1680776820.0,3414,
1680776880.0,3553,
1680776940.0,3715,
1680777000.0,2898,
1680777060.0,3797,
1680777120.0,2923,
1680777180.0,4345,
1680777240.0,3352,
1680777300.0,3506,
1680777360.0,3359,
1680777420.0,3431,
1680777480.0,3840,
1680777540.0,3790,
1680777600.0,2952,
1680777660.0,4027,
1680777720.0,3008,
1680777780.0,3795,
1680777840.0,3493,
1680777900.0,3427,
1680777960.0,3526,
1680778020.0,3851,
1680778080.0,3739,
1680778140.0,4144,
1680778200.0,3079,
1680778260.0,3886,
1680778320.0,2990,
1680778380.0,4108,
1680778440.0,3263,
1680778500.0,3367,
1680778560.0,3561,
1680778620.0,3754,
1680778680.0,3451,
1680778740.0,3830,
1680778800.0,3063,
1680778860.0,3762,
1680778920.0,2978,
1680778980.0,3795,
1680779040.0,3344,
1680779100.0,3323,
1680779160.0,3134,
1680779220.0,3295,
1680779280.0,3710,
1680779340.0,3705,
1680779400.0,2940,
1680779460.0,3846,
1680779520.0,3363,
1680779580.0,3834,
1680779640.0,3254,
1680779700.0,3169,
1680779760.0,3135,
1680779820.0,3379,
1680779880.0,3192,
1680779940.0,3776,
1680780000.0,2869,
1680780060.0,3608,
1680780120.0,2897,
1680780180.0,3665,
1680780240.0,3225,
1680780300.0,3350,
1680780360.0,3121,
1680780420.0,3293,
1680780480.0,3265,
1680780540.0,3444,
1680780600.0,3123,
1680780660.0,3669,
1680780720.0,2870,
1680780780.0,4327,
1680780840.0,3251,
1680780900.0,3320,
1680780960.0,3232,
1680781020.0,3374,
1680781080.0,3301,
1680781140.0,3814,
1680781200.0,3109,
1680781260.0,3642,
1680781320.0,3056,
1680781380.0,3966,
1680781440.0,3131,
1680781500.0,3562,
1680781560.0,3437,
1680781620.0,3469,
1680781680.0,3343,
1680781740.0,3797,
1680781800.0,2924,
1680781860.0,3859,
1680781920.0,3048,
1680781980.0,3729,
1680782040.0,3336,
1680782100.0,3326,
1680782160.0,3289,
1680782220.0,3512,
1680782280.0,3405,
1680782340.0,3609,
1680782400.0,2957,
1680782460.0,3867,
1680782520.0,2975,
1680782580.0,3744,
1680782640.0,3014,
1680782700.0,3396,
1680782760.0,3400,
1680782820.0,3256,
1680782880.0,3335,
1680782940.0,3603,
1680783000.0,2749,
1680783060.0,3281,
1680783120.0,2920,
1680783180.0,4008,
1680783240.0,3189,
1680783300.0,3234,
1680783360.0,3295,
1680783420.0,3372,
1680783480.0,3329,
1680783540.0,3747,
1680783600.0,3072,
1680783660.0,3854,
1680783720.0,3051,
1680783780.0,3792,
1680783840.0,3167,
1680783900.0,3554,
1680783960.0,3196,
1680784020.0,3249,
1680784080.0,3382,
1680784140.0,3640,
1680784200.0,2826,
1680784260.0,3721,
1680784320.0,2748,
1680784380.0,4110,
1680784440.0,3536,
1680784500.0,3659,
1680784560.0,3372,
1680784620.0,3532,
1680784680.0,3579,
1680784740.0,3785,
1680784800.0,2782,
1680784860.0,3588,
1680784920.0,2693,
1680784980.0,3765,
1680785040.0,3098,
1680785100.0,3278,
1680785160.0,3241,
1680785220.0,3228,
1680785280.0,3229,
1680785340.0,3381,
1680785400.0,2699,
1680785460.0,3631,
1680785520.0,2914,
1680785580.0,3602,
1680785640.0,3268,
1680785700.0,3311,
1680785760.0,3156,
1680785820.0,3239,
1680785880.0,3469,
1680785940.0,3779,
1680786000.0,2674,
1680786060.0,3969,
1680786120.0,3053,
1680786180.0,3653,
1680786240.0,3554,
1680786300.0,3239,
1680786360.0,3408,
1680786420.0,3260,
1680786480.0,3146,
1680786540.0,3705,
1680786600.0,2727,
1680786660.0,3508,
1680786720.0,2991,
1680786780.0,3811,
1680786840.0,3215,
1680786900.0,3272,
1680786960.0,3133,
1680787020.0,3254,
1680787080.0,3439,
1680787140.0,3722,
1680787200.0,2790,
1680787260.0,3596,
1680787320.0,2876,
1680787380.0,3619,
1680787440.0,3818,
1680787500.0,3364,
1680787560.0,3051,
1680787620.0,3181,
1680787680.0,2872,
1680787740.0,3724,
1680787800.0,2963,
1680787860.0,3356,
1680787920.0,2782,
1680787980.0,3799,
1680788040.0,3148,
1680788100.0,3159,
1680788160.0,3783,
1680788220.0,3416,
1680788280.0,3133,
1680788340.0,3536,
1680788400.0,2776,
1680788460.0,3754,
1680788520.0,2959,
1680788580.0,3847,
1680788640.0,3301,
1680788700.0,3486,
1680788760.0,3180,
1680788820.0,3426,
1680788880.0,3368,
1680788940.0,3546,
1680789000.0,3036,
1680789060.0,3829,
1680789120.0,3092,
1680789180.0,3964,
1680789240.0,3231,
1680789300.0,3573,
1680789360.0,3275,
1680789420.0,3513,
1680789480.0,3249,
1680789540.0,3666,
1680789600.0,2782,
1680789660.0,3950,
1680789720.0,2818,
1680789780.0,3754,
1680789840.0,3046,
1680789900.0,3259,
1680789960.0,3188,
1680790020.0,3316,
1680790080.0,3274,
1680790140.0,3274,
1680790200.0,2759,
1680790260.0,3676,
1680790320.0,2967,
1680790380.0,3838,
1680790440.0,3179,
1680790500.0,3297,
1680790560.0,3553,
1680790620.0,3439,
1680790680.0,3438,
1680790740.0,3537,
1680790800.0,2917,
1680790860.0,3603,
1680790920.0,2748,
1680790980.0,3856,
1680791040.0,2982,
1680791100.0,3195,
1680791160.0,3153,
1680791220.0,3113,
1680791280.0,3309,
1680791340.0,3589,
1680791400.0,2865,
1680791460.0,3710,
1680791520.0,3035,
1680791580.0,4035,
1680791640.0,3227,
1680791700.0,3411,
1680791760.0,3184,
1680791820.0,3333,
1680791880.0,3463,
1680791940.0,3930,
1680792000.0,2810,
1680792060.0,3737,
1680792120.0,3127,
1680792180.0,3905,
1680792240.0,3326,
1680792300.0,3342,
1680792360.0,3295,
1680792420.0,3439,
1680792480.0,3217,
1680792540.0,3541,
1680792600.0,3064,
1680792660.0,3722,
1680792720.0,2925,
1680792780.0,3774,
1680792840.0,3284,
1680792900.0,3183,
1680792960.0,3342,
1680793020.0,3730,
1680793080.0,3380,
1680793140.0,3645,
1680793200.0,2776,
1680793260.0,3598,
1680793320.0,2986,
1680793380.0,3892,
1680793440.0,3161,
1680793500.0,3278,
1680793560.0,3281,
1680793620.0,3255,
1680793680.0,3200,
1680793740.0,3533,
1680793800.0,2753,
1680793860.0,3659,
1680793920.0,2882,
1680793980.0,3729,
1680794040.0,3187,
1680794100.0,3183,
1680794160.0,3277,
1680794220.0,3229,
1680794280.0,3372,
1680794340.0,3641,
1680794400.0,2915,
1680794460.0,3611,
1680794520.0,2784,
1680794580.0,3760,
1680794640.0,3279,
1680794700.0,3305,
1680794760.0,3337,
1680794820.0,3336,
1680794880.0,3211,
1680794940.0,3512,
1680795000.0,2854,
1680795060.0,3500,
1680795120.0,3003,
1680795180.0,3998,
1680795240.0,3319,
1680795300.0,3206,
1680795360.0,3398,
1680795420.0,3696,
1680795480.0,3362,
1680795540.0,3912,
1680795600.0,2969,
1680795660.0,3655,
1680795720.0,2853,
1680795780.0,3860,
1680795840.0,3070,
1680795900.0,3494,
1680795960.0,3253,
1680796020.0,3422,
1680796080.0,3340,
1680796140.0,3764,
1680796200.0,2881,
1680796260.0,3586,
1680796320.0,3166,
1680796380.0,3569,
1680796440.0,3174,
1680796500.0,3327,
1680796560.0,3154,
1680796620.0,3505,
1680796680.0,3471,
1680796740.0,3611,
1680796800.0,2784,
1680796860.0,3496,
1680796920.0,2772,
1680796980.0,3832,
1680797040.0,3130,
1680797100.0,3250,
1680797160.0,3024,
1680797220.0,3212,
1680797280.0,3201,
1680797340.0,3593,
1680797400.0,2855,
1680797460.0,3250,
1680797520.0,2884,
1680797580.0,3649,
1680797640.0,3039,
1680797700.0,3249,
1680797760.0,2996,
1680797820.0,3427,
1680797880.0,3421,
1680797940.0,3806,
1680798000.0,2846,
1680798060.0,3726,
1680798120.0,2891,
1680798180.0,3776,
1680798240.0,3110,
1680798300.0,3474,
1680798360.0,3386,
1680798420.0,3271,
1680798480.0,3300,
1680798540.0,3581,
1680798600.0,3080,
1680798660.0,3472,
1680798720.0,2943,
1680798780.0,4035,
1680798840.0,3078,
1680798900.0,3343,
1680798960.0,3192,
1680799020.0,3154,
1680799080.0,3090,
1680799140.0,3240,
1680799200.0,3125,
1680799260.0,3469,
1680799320.0,2639,
1680799380.0,3663,
1680799440.0,3089,
1680799500.0,3203,
1680799560.0,2985,
1680799620.0,3139,
1680799680.0,3283,
1680799740.0,3609,
1680799800.0,2787,
1680799860.0,3630,
1680799920.0,2700,
1680799980.0,3495,
1680800040.0,2852,
1680800100.0,3097,
1680800160.0,2921,
1680800220.0,3257,
1680800280.0,3441,
1680800340.0,3613,
1680800400.0,2973,
1680800460.0,3939,
1680800520.0,2982,
1680800580.0,3711,
1680800640.0,3276,
1680800700.0,3297,
1680800760.0,3156,
1680800820.0,3220,
1680800880.0,2999,
1680800940.0,3723,
1680801000.0,2753,
1680801060.0,3699,
1680801120.0,2716,
1680801180.0,3940,
1680801240.0,3340,
1680801300.0,3356,
1680801360.0,3162,
1680801420.0,3269,
1680801480.0,3331,
1680801540.0,3629,
1680801600.0,3020,
1680801660.0,3710,
1680801720.0,3154,
1680801780.0,3737,
1680801840.0,3331,
1680801900.0,3369,
1680801960.0,3335,
1680802020.0,3274,
1680802080.0,3185,
1680802140.0,3761,
1680802200.0,2879,
1680802260.0,3330,
1680802320.0,2804,
1680802380.0,3893,
1680802440.0,3139,
1680802500.0,3628,
1680802560.0,3374,
1680802620.0,3297,
1680802680.0,3400,
1680802740.0,3855,
1680802800.0,2870,
1680802860.0,3682,
1680802920.0,3112,
1680802980.0,3580,
1680803040.0,3129,
1680803100.0,3491,
1680803160.0,3247,
1680803220.0,3391,
1680803280.0,3140,
1680803340.0,3554,
1680803400.0,2930,
1680803460.0,3532,
1680803520.0,2789,
1680803580.0,3678,
1680803640.0,3044,
1680803700.0,3152,
1680803760.0,3003,
1680803820.0,3475,
1680803880.0,3226,
1680803940.0,3728,
1680804000.0,2959,
1680804060.0,3494,
1680804120.0,2840,
1680804180.0,3705,
1680804240.0,3091,
1680804300.0,3401,
1680804360.0,3031,
1680804420.0,3217,
1680804480.0,3197,
1680804540.0,3525,
1680804600.0,2814,
1680804660.0,3446,
1680804720.0,2878,
1680804780.0,3800,
1680804840.0,3227,
1680804900.0,3343,
1680804960.0,3107,
1680805020.0,3140,
1680805080.0,3149,
1680805140.0,3686,
1680805200.0,2853,
1680805260.0,3585,
1680805320.0,2922,
1680805380.0,3691,
1680805440.0,3075,
1680805500.0,3214,
1680805560.0,3024,
1680805620.0,3358,
1680805680.0,3227,
1680805740.0,3658,
1680805800.0,2861,
1680805860.0,3696,
1680805920.0,2922,
1680805980.0,4313,
1680806040.0,3010,
1680806100.0,3311,
1680806160.0,3992,
1680806220.0,3169,
1680806280.0,3315,
1680806340.0,3571,
1680806400.0,2889,
1680806460.0,3531,
1680806520.0,2714,
1680806580.0,3809,
1680806640.0,3285,
1680806700.0,3249,
1680806760.0,3153,
1680806820.0,3206,
1680806880.0,3110,
1680806940.0,3777,
1680807000.0,2820,
1680807060.0,3580,
1680807120.0,2772,
1680807180.0,3469,
1680807240.0,3188,
1680807300.0,3309,
1680807360.0,3233,
1680807420.0,3158,
1680807480.0,3243,
1680807540.0,3735,
1680807600.0,2702,
1680807660.0,3603,
1680807720.0,2764,
1680807780.0,3690,
1680807840.0,2978,
1680807900.0,3251,
1680807960.0,3024,
1680808020.0,3141,
1680808080.0,3050,
1680808140.0,3433,
1680808200.0,2726,
1680808260.0,3484,
1680808320.0,2714,
1680808380.0,3810,
1680808440.0,3088,
1680808500.0,3223,
1680808560.0,3075,
1680808620.0,3326,
1680808680.0,3507,
1680808740.0,3507,
1680808800.0,2779,
1680808860.0,3696,
1680808920.0,2832,
1680808980.0,3654,
1680809040.0,3261,
1680809100.0,3201,
1680809160.0,3045,
1680809220.0,3404,
1680809280.0,3208,
1680809340.0,3507,
1680809400.0,2824,
1680809460.0,3436,
1680809520.0,2788,
1680809580.0,4077,
1680809640.0,3044,
1680809700.0,3377,
1680809760.0,3066,
1680809820.0,3341,
1680809880.0,3136,
1680809940.0,3760,
1680810000.0,2680,
1680810060.0,3589,
1680810120.0,2715,
1680810180.0,3615,
1680810240.0,3272,
1680810300.0,3513,
1680810360.0,3184,
1680810420.0,3456,
1680810480.0,3156,
1680810540.0,3701,
1680810600.0,2767,
1680810660.0,4052,
1680810720.0,3676,
1680810780.0,3988,
1680810840.0,3361,
1680810900.0,3445,
1680810960.0,3444,
1680811020.0,3514,
1680811080.0,3314,
1680811140.0,3881,
1680811200.0,3163,
1680811260.0,3862,
1680811320.0,3163,
1680811380.0,3814,
1680811440.0,3508,
1680811500.0,3576,
1680811560.0,3332,
1680811620.0,3656,
1680811680.0,3419,
1680811740.0,3783,
1680811800.0,3139,
1680811860.0,3470,
1680811920.0,3033,
1680811980.0,3863,
1680812040.0,3263,
1680812100.0,3534,
1680812160.0,3183,
1680812220.0,3397,
1680812280.0,3525,
1680812340.0,4142,
1680812400.0,3057,
1680812460.0,3828,
1680812520.0,2986,
1680812580.0,3785,
1680812640.0,3280,
1680812700.0,3366,
1680812760.0,3182,
1680812820.0,3505,
1680812880.0,3070,
1680812940.0,3794,
1680813000.0,3190,
1680813060.0,3581,
1680813120.0,3128,
1680813180.0,4258,
1680813240.0,3215,
1680813300.0,3652,
1680813360.0,3479,
1680813420.0,3575,
1680813480.0,3412,
1680813540.0,3725,
1680813600.0,2883,
1680813660.0,3684,
1680813720.0,2862,
1680813780.0,3817,
1680813840.0,3429,
1680813900.0,3385,
1680813960.0,3316,
1680814020.0,3242,
1680814080.0,3278,
1680814140.0,3359,
1680814200.0,2889,
1680814260.0,3901,
1680814320.0,2778,
1680814380.0,4009,
1680814440.0,3067,
1680814500.0,3292,
1680814560.0,3077,
1680814620.0,3145,
1680814680.0,3138,
1680814740.0,3709,
1680814800.0,2862,
1680814860.0,3770,
1680814920.0,2749,
1680814980.0,3586,
1680815040.0,3105,
1680815100.0,3263,
1680815160.0,3263,
1680815220.0,3240,
1680815280.0,3285,
1680815340.0,3761,
1680815400.0,2713,
1680815460.0,3612,
1680815520.0,2954,
1680815580.0,3558,
1680815640.0,3526,
1680815700.0,3246,
1680815760.0,3143,
1680815820.0,3460,
1680815880.0,3350,
1680815940.0,3564,
1680816000.0,2804,
1680816060.0,3568,
1680816120.0,2963,
1680816180.0,3845,
1680816240.0,3133,
1680816300.0,3302,
1680816360.0,3168,
1680816420.0,3328,
1680816480.0,2953,
1680816540.0,3588,
1680816600.0,2765,
1680816660.0,3471,
1680816720.0,2814,
1680816780.0,4225,
1680816840.0,3323,
1680816900.0,3249,
1680816960.0,3257,
1680817020.0,3631,
1680817080.0,3239,
1680817140.0,3630,
1680817200.0,2943,
1680817260.0,3613,
1680817320.0,2953,
1680817380.0,3723,
1680817440.0,3131,
1680817500.0,3526,
1680817560.0,3334,
1680817620.0,3392,
1680817680.0,3234,
1680817740.0,3706,
1680817800.0,2859,
1680817860.0,3898,
1680817920.0,2889,
1680817980.0,3868,
1680818040.0,3243,
1680818100.0,3463,
1680818160.0,3107,
1680818220.0,3391,
1680818280.0,3145,
1680818340.0,3807,
1680818400.0,2941,
1680818460.0,3858,
1680818520.0,2888,
1680818580.0,3800,
1680818640.0,3342,
1680818700.0,3374,
1680818760.0,3245,
1680818820.0,3265,
1680818880.0,3195,
1680818940.0,3337,
1680819000.0,2834,
1680819060.0,3467,
1680819120.0,2823,
1680819180.0,3715,
1680819240.0,3095,
1680819300.0,3236,
1680819360.0,3300,
1680819420.0,3310,
1680819480.0,3417,
1680819540.0,3533,
1680819600.0,2953,
1680819660.0,3521,
1680819720.0,2879,
1680819780.0,3887,
1680819840.0,3253,
1680819900.0,3239,
1680819960.0,3064,
1680820020.0,3389,
1680820080.0,3353,
1680820140.0,4306,
1680820200.0,2729,
1680820260.0,3689,
1680820320.0,2803,
1680820380.0,4157,
1680820440.0,3189,
1680820500.0,3337,
1680820560.0,3246,
1680820620.0,3319,
1680820680.0,3375,
1680820740.0,3696,
1680820800.0,2933,
1680820860.0,3713,
1680820920.0,2745,
1680820980.0,3716,
1680821040.0,3100,
1680821100.0,3323,
1680821160.0,3152,
1680821220.0,3154,
1680821280.0,3410,
1680821340.0,3705,
1680821400.0,2851,
1680821460.0,3642,
1680821520.0,2889,
1680821580.0,3829,
1680821640.0,3048,
1680821700.0,3500,
1680821760.0,3153,
1680821820.0,3278,
1680821880.0,3247,
1680821940.0,3643,
1680822000.0,2788,
1680822060.0,3777,
1680822120.0,2743,
1680822180.0,3948,
1680822240.0,3382,
1680822300.0,3381,
1680822360.0,3083,
1680822420.0,3465,
1680822480.0,3321,
1680822540.0,3651,
1680822600.0,2926,
1680822660.0,3657,
1680822720.0,2852,
1680822780.0,3783,
1680822840.0,3347,
1680822900.0,4000,
1680822960.0,3551,
1680823020.0,3468,
1680823080.0,3388,
1680823140.0,3884,
1680823200.0,3027,
1680823260.0,3941,
1680823320.0,3034,
1680823380.0,3960,
1680823440.0,3527,
1680823500.0,3379,
1680823560.0,3504,
1680823620.0,3448,
1680823680.0,3339,
1680823740.0,3736,
1680823800.0,3301,
1680823860.0,3837,
1680823920.0,3078,
1680823980.0,4388,
1680824040.0,3548,
1680824100.0,3950,
1680824160.0,3592,
1680824220.0,3828,
1680824280.0,3608,
1680824340.0,3845,
1680824400.0,2940,
1680824460.0,3616,
1680824520.0,3037,
1680824580.0,3656,
1680824640.0,3421,
1680824700.0,3783,
1680824760.0,3286,
1680824820.0,3671,
